ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size (sq.ft),furnished,facilities,additional_facilities,region,facilities_count,additional_facilities_count
100809669,Lakefront Homes @ Cyberjaya,2021,1900,Selangor - Cyberjaya,Condominium,3,0,2,1010,Fully Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor,10,2
100809371,Lakefront Residence,2017,2500,Selangor - Cyberjaya,Condominium,3,2,2,1390,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,12,4
100809639,Pangsapuri Baiduri (Bandar Tasik Kesuma),2017,600,Selangor - Beranang,Apartment,3,0,2,700,Not Furnished,"Parking, Playground, Minimart",None,Selangor,3,0
100809612,Pangsapuri Seri Saujana (Saujana Putra),2017,800,Selangor - Jenjarom,Apartment,3,0,2,850,Not Furnished,"Parking, Security, Playground",None,Selangor,3,0
100809317,Green Residence @ Cheras 9Th Mile,2017,1500,Selangor - Cheras,Condominium,3,2,2,1127,Partially Furnished,"Parking, Sauna, Gymnasium, Security, Lift, Swimming Pool, Playground, Barbeque area, Jogging Track, Club house, Tennis Court, Squash Court, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor,14,3
100809335,Baiduri Courts (Bukit Puchong),2017,1098,Selangor - Others,Apartment,3,1,2,850,Partially Furnished,"Playground, Security, Multipurpose hall, Lift, Parking","Cooking Allowed, Near KTM/LRT",Selangor,5,2
100809547,Vista Millennium Condominiums,2017,1399,Selangor - Puchong,Condominium,3,1,2,1000,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,14,5
100809539,Sutramas Apartment,2004,1200,Selangor - Puchong,Apartment,3,1,2,860,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,8,5
100809531,Sutramas Apartment,2004,1200,Selangor - Puchong,Apartment,3,1,2,860,Partially Furnished,"Parking, Gymnasium, Multipurpose hall, Security, Lift, Swimming Pool, Playground, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,9,5
100809491,Equine Residence,2021,1000,Selangor - Seri Kembangan,Apartment,3,1,2,1200,Partially Furnished,"Parking, Security, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,4,3
100354173,Laguna Biru,2017,1300,Selangor - Rawang,Apartment,3,1,2,850,Fully Furnished,"Parking, Security, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor,4,3
98036856,Cube @ One South,2017,1400,Selangor - Seri Kembangan,Service Residence,1,1,1,480,Fully Furnished,"Security, Minimart, Swimming Pool, Sauna, Multipurpose hall, Lift, Gymnasium, Parking","Cooking Allowed, Washing Machine, Air-Cond, Near KTM/LRT",Selangor,8,4
96347353,Suria Kinrara,2010,900,Selangor - Bandar Kinrara,Service Residence,3,1,2,712,Not Furnished,"Minimart, Playground, Jogging Track, Security, Swimming Pool, Parking","Cooking Allowed, Near KTM/LRT",Selangor,6,2
100809282,Saraka Apartment,2017,950,Selangor - Puchong,Condominium,3,1,2,915,Partially Furnished,"Swimming Pool, Parking, Gymnasium, Security, Playground, Lift, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor,8,2
100809303,Mahkota Garden Residence Condominium,2017,1600,Selangor - Bandar Mahkota Cheras,Condominium,4,0,2,1396,Fully Furnished,"Playground, Squash Court, Sauna, Multipurpose hall, Parking, Security, Swimming Pool, Lift, Minimart, Tennis Court, Barbeque area, Gymnasium, Jogging Track, Club house",None,Selangor,14,0
100809451,Arte Plus Jalan Ampang,2018,1800,Selangor - Others,Service Residence,2,0,2,800,Fully Furnished,"Gymnasium, Playground, Parking, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor,4,3
100441208,Casa Suria,2010,1100,Selangor - Cheras,Condominium,4,1,3,1285,Partially Furnished,"Minimart, Jogging Track, Parking, Security, Playground, Barbeque area, Swimming Pool, Gymnasium",None,Selangor,8,0
99898848,Bandar Seri Putra,2017,1300,Selangor - Bangi,Apartment,3,2,2,950,Partially Furnished,"Multipurpose hall, Security, Swimming Pool, Sauna, Playground, Gymnasium, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed",Selangor,8,2
100809273,Lagoon Suites,2013,1650,Selangor - Shah Alam,Condominium,2,2,2,900,Fully Furnished,None,None,Selangor,0,0
94032721,Pusat Hentian Kajang,2017,800,Selangor - Kajang,Flat,3,0,2,900,Not Furnished,None,None,Selangor,0,0
99429086,Horizon Suites,2022,999,Selangor - Dengkil,Service Residence,1,0,1,480,Partially Furnished,"Security, Gymnasium, Lift, Sauna, Swimming Pool, Squash Court, Parking, Minimart, Playground, Multipurpose hall, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed",Selangor,12,2
99139326,City Of Green Condominium,2016,1100,Selangor - Seri Kembangan,Service Residence,1,1,1,650,Partially Furnished,"Swimming Pool, Gymnasium, Jogging Track, Security, Lift, Parking","Cooking Allowed, Air-Cond, Near KTM/LRT",Selangor,6,3
98254646,City Of Green Condominium,2016,1400,Selangor - Seri Kembangan,Service Residence,3,0,2,1065,Fully Furnished,"Security, Swimming Pool, Gymnasium, Jogging Track, Lift, Parking, Playground","Cooking Allowed, Washing Machine, Air-Cond, Near KTM/LRT",Selangor,7,4
99765088,City Of Green Condominium,2016,1600,Selangor - Seri Kembangan,Service Residence,3,2,2,1065,Fully Furnished,"Swimming Pool, Jogging Track, Gymnasium, Security, Lift, Parking, Playground","Cooking Allowed, Washing Machine, Air-Cond, Near KTM/LRT",Selangor,7,4
100756841,City Of Green Condominium,2016,1300,Selangor - Seri Kembangan,Service Residence,3,2,2,1065,Partially Furnished,"Security, Gymnasium, Swimming Pool, Jogging Track, Parking, Lift, Sauna, Playground","Air-Cond, Cooking Allowed",Selangor,8,2
100809044,Third Avenue,2018,1500,Selangor - Cyberjaya,Apartment,2,2,1,650,Fully Furnished,"Security, Lift, Parking, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Selangor,8,3
100809048,Savanna Executive Suites,2017,1100,Selangor - Bangi,Service Residence,3,1,2,950,Partially Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Air-Cond",Selangor,7,3
98936681,Landmark Residence,2019,1100,Selangor - Kajang,Service Residence,2,2,2,850,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,14,5
100809224,Lakefront Residence,2017,1900,Selangor - Cyberjaya,Condominium,3,2,2,1390,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Washing Machine, Cooking Allowed",Selangor,11,3
100809219,Tiara Imperio @ Bangi,2019,948,Selangor - Kajang,Service Residence,1,1,1,450,Partially Furnished,"Security, Parking, Swimming Pool, Playground, Lift, Minimart, Gymnasium","Cooking Allowed, Air-Cond, Near KTM/LRT",Selangor,7,3
100809198,Kristal Villa,2015,1350,Selangor - Kajang,Condominium,3,0,2,1008,Fully Furnished,"Playground, Parking, Swimming Pool, Security, Jogging Track, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Selangor,7,3
100531355,Putra Raya Apartment,2017,650,Selangor - Seri Kembangan,Apartment,3,0,2,685,Partially Furnished,Playground,Cooking Allowed,Selangor,1,1
100733750,Pelangi Damansara,2003,1350,Selangor - Kota Damansara,Condominium,3,1,2,932,Fully Furnished,"Parking, Security, Minimart, Swimming Pool, Lift, Playground, Gymnasium, Multipurpose hall","Cooking Allowed, Washing Machine, Air-Cond",Selangor,8,3
100684785,Apartment Idaman,2017,600,Selangor - Petaling Jaya,Apartment,3,0,2,650,Not Furnished,None,Cooking Allowed,Selangor,0,1
99585840,Hyde Tower @ I-City,2018,1200,Selangor - Shah Alam,Service Residence,1,1,1,500,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,12,5
100808851,Lestari Perdana Apartment,2017,700,Selangor - Seri Kembangan,Apartment,3,0,2,750,Not Furnished,"Security, Jogging Track, Minimart",Cooking Allowed,Selangor,3,1
100808915,The Trees Damansara,2020,2400,Selangor - Damansara Perdana,Condominium,3,2,2,849,Fully Furnished,"Tennis Court, Sauna, Gymnasium, Squash Court, Parking, Security, Playground, Swimming Pool, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Selangor,10,3
100419999,Pangsapuri Putra Impian (Bangi),2017,1250,Selangor - Bangi,Apartment,3,2,3,1044,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart","Cooking Allowed, Washing Machine, Air-Cond",Selangor,6,3
100366509,D Cassia Apartment,2017,800,Selangor - Semenyih,Apartment,3,0,2,850,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",Cooking Allowed,Selangor,6,1
100733994,D' Camellia,2017,850,Selangor - Semenyih,Apartment,3,2,2,860,Not Furnished,"Lift, Security, Parking, Gymnasium, Swimming Pool, Playground, Multipurpose hall",Cooking Allowed,Selangor,7,1
100710475,Horizon Suites,2022,1199,Selangor - Dengkil,Service Residence,2,0,1,480,Fully Furnished,"Security, Playground, Parking, Gymnasium, Sauna, Minimart, Swimming Pool, Squash Court, Lift, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Selangor,12,2
100521273,Green Suria Apartment,2017,1000,Selangor - Cheras,Apartment,3,2,2,1100,Not Furnished,"Parking, Minimart, Playground, Security, Lift, Multipurpose hall",Cooking Allowed,Selangor,6,1
100808435,Amara Service Residences,2014,1200,Selangor - Batu Caves,Service Residence,3,2,2,1052,Partially Furnished,"Security, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Sauna, Minimart, Playground, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,10,3
100381022,The Olive,2020,1750,Selangor - Sepang,Condominium,3,0,2,800,Fully Furnished,"Security, Parking, Swimming Pool, Gymnasium, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,6,4
100533279,Vista Alam Serviced Apartment,2014,1500,Selangor - Shah Alam,Service Residence,2,1,2,719,Partially Furnished,"Parking, Security, Minimart, Playground, Gymnasium, Jogging Track, Lift, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed",Selangor,9,2
100808566,Taman Anggerik Villa 2,2017,780,Selangor - Kajang,Apartment,2,1,2,1063,Partially Furnished,None,None,Selangor,0,0
100808312,Bsp 21,2018,1050,Selangor - Bandar Saujana Putra,Service Residence,3,2,2,1048,Partially Furnished,"Sauna, Tennis Court, Playground, Swimming Pool, Jogging Track, Barbeque area, Parking, Security, Lift, Minimart, Multipurpose hall, Gymnasium, Club house","Air-Cond, Cooking Allowed",Selangor,13,2
100670561,Flora Damansara,2015,800,Selangor - Damansara Perdana,Apartment,3,1,2,800,Partially Furnished,"Parking, Security, Lift, Minimart, Playground","Cooking Allowed, Air-Cond",Selangor,5,2
100808500,Menara Kayangan Apartment,2017,2000,Selangor - Ampang,Apartment,3,1,2,1500,Partially Furnished,"Playground, Swimming Pool, Tennis Court, Gymnasium, Squash Court, Barbeque area, Sauna, Parking, Security, Lift","Air-Cond, Cooking Allowed",Selangor,10,2
100739928,Taman Taming Indah,2017,980,Selangor - Kajang,Apartment,3,1,2,850,Partially Furnished,"Security, Parking","Cooking Allowed, Washing Machine",Selangor,2,2
100675141,Sri Pinang (Puchong),2017,850,Selangor - Puchong,Apartment,3,0,2,850,Partially Furnished,"Swimming Pool, Security, Parking, Playground",Cooking Allowed,Selangor,4,1
100754570,Saujana Apartment,2017,900,Selangor - Damansara Damai,Apartment,3,1,2,850,Partially Furnished,"Parking, Security, Swimming Pool, Playground","Cooking Allowed, Near KTM/LRT",Selangor,4,2
100742203,Sri Sentosa Ac4 Block E,2017,900,Selangor - Petaling Jaya,Apartment,3,1,2,850,Not Furnished,"Parking, Security, Lift, Playground",Cooking Allowed,Selangor,4,1
100299301,Kiara Plaza,2017,850,Selangor - Semenyih,Apartment,3,0,2,900,Not Furnished,"Security, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Playground, Parking, Lift",Cooking Allowed,Selangor,8,1
100748949,Canopy Hills,2022,850,Selangor - Kajang,Condominium,2,1,1,600,Not Furnished,"Gymnasium, Security, Playground, Swimming Pool, Lift, Multipurpose hall, Jogging Track, Parking, Minimart, Barbeque area","Cooking Allowed, Near KTM/LRT",Selangor,10,2
100808104,Suria Kinrara,2010,850,Selangor - Bandar Kinrara,Apartment,3,1,2,712,Not Furnished,"Parking, Security, Swimming Pool, Jogging Track, Minimart, Playground, Lift",Cooking Allowed,Selangor,7,1
100718123,Cyberia Smarthomes,2002,1300,Selangor - Cyberjaya,Condominium,3,2,2,1000,Partially Furnished,"Security, Gymnasium, Club house, Swimming Pool, Tennis Court, Barbeque area, Parking, Minimart, Playground, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor,12,3
100808082,Vertex Tower @ Cybersquare,2022,999,Selangor - Cyberjaya,Service Residence,1,1,1,500,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,14,4
92624128,Residensi Setia Impian,2017,750,Selangor - Kajang,Condominium,3,2,2,984,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed",Selangor,6,2
100718411,Sri Acappella Serviced Apartments,1998,1500,Selangor - Shah Alam,Service Residence,1,0,1,743,Fully Furnished,"Parking, Swimming Pool, Lift, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor,5,3
98838995,Garden Plaza @ Garden Residence,2015,1000,Selangor - Cyberjaya,Service Residence,1,1,1,450,Fully Furnished,"Swimming Pool, Multipurpose hall, Gymnasium, Parking, Security, Lift, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor,9,4
100808138,Aster Residence Cheras,2021,3000,Selangor - Others,Condominium,3,2,3,957,Partially Furnished,"Playground, Barbeque area, Parking, Swimming Pool, Security, Gymnasium, Lift","Air-Cond, Cooking Allowed",Selangor,7,2
100614751,Bandar Damai Perdana Apartment,2017,700,Selangor - Cheras,Apartment,3,0,2,650,Partially Furnished,Playground,Cooking Allowed,Selangor,1,1
100616254,Vista Perdana (Kajang),2017,600,Selangor - Kajang,Apartment,3,0,2,754,Not Furnished,Playground,Cooking Allowed,Selangor,1,1
100338595,Villa Sentosa,2017,850,Selangor - Klang,Apartment,3,1,2,870,Not Furnished,"Parking, Security, Lift",None,Selangor,3,0
100333512,Vista Bayu (Klang),2017,1600,Selangor - Klang,Apartment,3,1,2,1150,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall",None,Selangor,6,0
100808025,Vista Pinggiran,2004,1200,Selangor - Seri Kembangan,Apartment,3,1,2,850,Fully Furnished,"Playground, Security, Minimart, Parking, Barbeque area, Gymnasium, Swimming Pool, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Selangor,9,4
100808024,Residensi Bistaria,2013,1100,Selangor - Ampang,Apartment,3,0,2,850,Not Furnished,"Multipurpose hall, Security, Swimming Pool, Gymnasium, Parking, Minimart, Lift, Playground, Club house",None,Selangor,9,0
100807669,Sri Manja Court,1977,750,Selangor - Petaling Jaya,Flat,2,0,1,650,Partially Furnished,"Minimart, Playground, Parking, Squash Court","Cooking Allowed, Near KTM/LRT",Selangor,4,2
100807717,Springville Residence,2016,1500,Selangor - Seri Kembangan,Condominium,3,4,2,1053,Partially Furnished,"Swimming Pool, Multipurpose hall, Security, Gymnasium, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,5,4
97255929,Simfoni 1,2016,1200,Selangor - Semenyih,Condominium,3,2,2,990,Partially Furnished,"Swimming Pool, Squash Court, Security, Minimart, Parking, Gymnasium, Tennis Court, Playground, Lift, Barbeque area, Sauna","Air-Cond, Cooking Allowed",Selangor,11,2
100739124,Pangsapuri Seri Melati,2017,700,Selangor - Bangi,Apartment,3,1,2,790,Not Furnished,"Security, Playground",Cooking Allowed,Selangor,2,1
100517594,Desa Mentari,2017,750,Selangor - Petaling Jaya,Apartment,3,0,2,750,Not Furnished,"Playground, Minimart, Lift",Cooking Allowed,Selangor,3,1
100459964,Taman Bukit Kenangan,2017,700,Selangor - Kajang,Apartment,3,0,2,650,Partially Furnished,Playground,"Cooking Allowed, Washing Machine",Selangor,1,2
100675302,Semarak,2017,850,Selangor - Puchong,Apartment,3,1,2,850,Not Furnished,"Playground, Parking, Security",Cooking Allowed,Selangor,3,1
100597797,Traders Garden @ Cheras Selatan,2022,1200,Selangor - Cheras,Service Residence,3,0,2,773,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,14,5
100807419,Residensi Permai,2020,1600,Selangor - Kajang,Condominium,2,1,2,1035,Fully Furnished,"Parking, Security, Swimming Pool, Sauna, Minimart, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor,7,3
100332688,Taman Tenaga Apartment,2017,900,Selangor - Kajang,Apartment,3,1,2,722,Fully Furnished,Parking,"Near KTM/LRT, Washing Machine, Cooking Allowed",Selangor,1,3
99320194,D'Cassia Apartment,2019,700,Selangor - Semenyih,Apartment,3,2,2,850,Not Furnished,"Gymnasium, Minimart, Lift, Security, Swimming Pool, Jogging Track, Parking, Playground, Multipurpose hall",None,Selangor,9,0
100807353,Villa Sentosa,2017,1000,Selangor - Klang,Apartment,3,0,2,850,Not Furnished,None,None,Selangor,0,0
100807302,Canopy Hills,2022,1300,Selangor - Kajang,Condominium,2,1,1,590,Fully Furnished,"Jogging Track, Multipurpose hall, Swimming Pool, Lift, Security, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor,7,3
100570065,Tasik Heights Apartment,2017,1200,Selangor - Cheras,Apartment,3,1,2,854,Not Furnished,"Lift, Parking, Security, Playground, Swimming Pool, Barbeque area, Minimart","Cooking Allowed, Near KTM/LRT",Selangor,7,2
100530697,Teratai Apartment,2017,700,Selangor - Puchong,Apartment,3,0,2,760,Partially Furnished,"Playground, Security",Cooking Allowed,Selangor,2,1
100754504,Mutiara Ville @ Cyberjaya,2013,1100,Selangor - Cyberjaya,Condominium,1,1,1,500,Fully Furnished,"Parking, Security, Playground, Gymnasium, Minimart, Swimming Pool, Lift, Jogging Track, Multipurpose hall","Cooking Allowed, Air-Cond, Washing Machine",Selangor,9,3
100259827,"Selangorku Pr1Ma Lakefront Homes , Cyberjaya",2017,1250,Selangor - Sepang,Condominium,3,0,2,1050,Partially Furnished,"Security, Playground, Lift, Sauna, Parking, Squash Court, Swimming Pool, Minimart, Gymnasium, Multipurpose hall, Barbeque area","Cooking Allowed, Air-Cond",Selangor,11,2
100401432,Glenview Villa,2006,1200,Selangor - Cheras,Condominium,3,1,2,1138,Partially Furnished,"Playground, Security, Parking, Swimming Pool, Lift, Barbeque area, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor,7,3
100807450,Apartment Putra 1,2017,1400,Selangor - Kajang,Apartment,3,2,2,1150,Partially Furnished,"Parking, Playground, Swimming Pool, Security, Gymnasium, Sauna, Lift, Barbeque area, Club house, Jogging Track, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,12,3
100807440,Sfera Residency,2018,2600,Selangor - Seri Kembangan,Condominium,4,3,4,1900,Partially Furnished,"Parking, Security, Lift, Squash Court, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,11,3
100807435,Main Place Residence,2014,1500,Selangor - USJ,Service Residence,2,0,1,615,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,14,3
100807432,Pangsapuri Seroja (Shah Alam),2017,1000,Selangor - Shah Alam,Apartment,3,1,2,850,Not Furnished,"Parking, Security, Tennis Court, Lift, Playground, Minimart",Cooking Allowed,Selangor,6,1
100766690,Impian Sentosa,2017,700,Selangor - Klang,Apartment,3,0,2,755,Not Furnished,"Lift, Swimming Pool, Security, Jogging Track, Minimart",Cooking Allowed,Selangor,5,1
100807407,Forest Green,2000,1200,Selangor - Kajang,Condominium,3,0,2,950,Fully Furnished,"Parking, Jogging Track, Security, Tennis Court, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,8,4
100807381,Taman Tun Teja,2017,750,Selangor - Rawang,Apartment,3,1,1,600,Not Furnished,"Parking, Jogging Track, Security, Lift, Playground","Cooking Allowed, Near KTM/LRT",Selangor,5,2
100807375,Sinaran Ukay,2017,1300,Selangor - Ampang,Condominium,3,0,2,1135,Partially Furnished,"Gymnasium, Squash Court, Parking, Security, Minimart, Playground, Swimming Pool, Sauna, Lift, Barbeque area, Multipurpose hall, Club house",None,Selangor,12,0
100807363,Idaman Residensi Selangorku,2017,1100,Selangor - Cyberjaya,Apartment,3,2,2,1000,Not Furnished,"Parking, Minimart, Swimming Pool, Security, Lift, Playground, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT, Internet",Selangor,8,3
100807321,Pangsapuri Salvia,2017,1700,Selangor - Kota Damansara,Condominium,3,0,2,890,Partially Furnished,"Parking, Security, Lift, Playground","Cooking Allowed, Near KTM/LRT",Selangor,4,2
100807301,Symphony Heights (Simfoni Heights),2011,1300,Selangor - Batu Caves,Condominium,3,1,2,950,Partially Furnished,"Parking, Jogging Track, Swimming Pool, Security, Lift, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court","Cooking Allowed, Near KTM/LRT",Selangor,12,2
100807300,Menara Geno,2015,1100,Selangor - Subang Jaya,Apartment,1,1,1,550,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor,9,2
100748515,Pangsapuri Sri Meranti,2017,700,Selangor - Bandar Sri Damansara,Apartment,3,0,2,750,Not Furnished,Playground,Cooking Allowed,Selangor,1,1
100807042,Akasa Cheras South,2021,1400,Selangor - Seri Kembangan,Service Residence,2,2,2,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor,8,4
100807218,Vista Impiana,2004,900,Selangor - Seri Kembangan,Condominium,3,1,2,850,Fully Furnished,"Security, Minimart, Swimming Pool, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor,5,4
99051395,Seri Tanjung,2017,1000,Selangor - Bangi,Apartment,3,0,2,750,Fully Furnished,"Parking, Playground","Air-Cond, Washing Machine, Cooking Allowed",Selangor,2,3
100807025,Savanna Executive Suites,2017,2000,Selangor - Bangi,Service Residence,3,2,2,1017,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor,5,3
100807139,Lakefront Homes @ Cyberjaya,2021,1700,Selangor - Cyberjaya,Condominium,3,1,2,1010,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor,7,2
100756365,Pangsapuri Belimbing Heights,2017,950,Selangor - Seri Kembangan,Condominium,3,1,2,970,Partially Furnished,"Security, Swimming Pool, Parking, Lift, Gymnasium, Playground","Cooking Allowed, Air-Cond",Selangor,6,2
100756730,Kemuning Aman,2010,900,Selangor - Shah Alam,Apartment,3,2,2,736,Not Furnished,"Lift, Security, Parking",Cooking Allowed,Selangor,3,1
100607199,Cemara Apartment (Bukit Segar Jaya),2017,650,Selangor - Cheras,Apartment,3,0,2,652,Not Furnished,"Parking, Lift, Playground",Cooking Allowed,Selangor,3,1
100755483,Lestari Perdana Apartment,2017,550,Selangor - Seri Kembangan,Apartment,3,0,2,650,Not Furnished,"Minimart, Playground",Cooking Allowed,Selangor,2,1
98555226,Residensi Zamrud @ Kajang,2019,700,Selangor - Kajang,Condominium,3,2,2,1023,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,14,5
100806898,Sun-U Residence,2017,3200,Selangor - Bandar Sunway,Condominium,4,0,2,1600,Partially Furnished,"Swimming Pool, Security, Lift, Playground, Gymnasium, Barbeque area, Jogging Track, Tennis Court, Squash Court, Club house, Minimart, Multipurpose hall",Air-Cond,Selangor,12,1
100806893,Seroja Apartment (Putra Perdana),2017,900,Selangor - Puchong,Apartment,3,1,2,738,Not Furnished,"Swimming Pool, Security, Playground, Parking, Lift, Multipurpose hall, Jogging Track",None,Selangor,7,0
100806704,Pangsapuri Adalia,2017,750,Selangor - Bandar Sungai Long,Apartment,3,0,2,650,Partially Furnished,"Minimart, Parking, Lift, Playground, Multipurpose hall",None,Selangor,5,0
100806753,Saville @ Kajang,2017,1000,Selangor - Kajang,Service Residence,3,2,2,898,Not Furnished,"Parking, Swimming Pool, Gymnasium, Security, Jogging Track",Cooking Allowed,Selangor,5,1
100806884,Savanna Executive Suites,2017,1350,Selangor - Bangi,Service Residence,3,2,2,1100,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor,9,2
100755965,E-Mas Villa,2017,700,Selangor - Sepang,Apartment,3,0,2,1000,Partially Furnished,"Playground, Parking","Cooking Allowed, Near KTM/LRT",Selangor,2,2
100588703,Apartment Permai (Damansara Damai),2017,650,Selangor - Damansara Damai,Apartment,3,1,2,700,Partially Furnished,"Playground, Parking, Security, Minimart",Cooking Allowed,Selangor,4,1
100578134,Bsp Skypark Condo,2017,1150,Selangor - Bandar Saujana Putra,Condominium,3,2,2,1004,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court, Squash Court",Cooking Allowed,Selangor,12,1
